month_start,kpi_id,kpi_name,unit,direction,owner,actual,prior_month,plan,pct_of_plan,variance_to_plan,amber_tolerance,status,status_label,status_rank,change_vs_prior_month,status_icon
2025-11-01,K14,CASA ratio,pct,higher,Treasurer,0.805801,0.778166,0.800000,1.007252,0.005801,0.050000,GREEN,On plan,1,better,▲
2025-11-01,K15,Cost of funds,pct,lower,Treasurer,0.019829,0.021165,0.020000,0.991459,-0.000171,0.050000,GREEN,On plan,1,better,▲
2025-11-01,K19,PAR30,pct,lower,Head of Credit Risk,0.015012,0.011501,0.025000,0.600462,-0.009988,0.100000,GREEN,On plan,1,worse,▲
2025-12-01,K02,New customers,count,higher,Head of Growth,1600.000000,1465.000000,1550.000000,1.032258,50.000000,0.100000,GREEN,On plan,1,better,▲
2025-12-01,K07,Monthly active customers,count,higher,Head of Product,11201.000000,10370.000000,11300.000000,0.991239,-99.000000,0.050000,AMBER,Watch,2,better,●
2025-12-01,K13,Total deposits,rm,higher,Treasurer,76447304.160000,70203165.040000,63000000.000000,1.213449,13447304.160000,0.050000,GREEN,On plan,1,better,▲
2025-12-01,K14,CASA ratio,pct,higher,Treasurer,0.794811,0.805801,0.800000,0.993514,-0.005189,0.050000,AMBER,Watch,2,worse,●
2025-12-01,K15,Cost of funds,pct,lower,Treasurer,0.019305,0.019829,0.020000,0.965251,-0.000695,0.050000,GREEN,On plan,1,better,▲
2025-12-01,K19,PAR30,pct,lower,Head of Credit Risk,0.020627,0.015012,0.025000,0.825062,-0.004373,0.100000,GREEN,On plan,1,worse,▲
2026-01-01,K02,New customers,count,higher,Head of Growth,1546.000000,1600.000000,1600.000000,0.966250,-54.000000,0.100000,AMBER,Watch,2,worse,●
2026-01-01,K07,Monthly active customers,count,higher,Head of Product,12000.000000,11201.000000,12100.000000,0.991736,-100.000000,0.050000,AMBER,Watch,2,better,●
2026-01-01,K13,Total deposits,rm,higher,Treasurer,82512299.600000,76447304.160000,69000000.000000,1.195830,13512299.600000,0.050000,GREEN,On plan,1,better,▲
2026-01-01,K14,CASA ratio,pct,higher,Treasurer,0.789380,0.794811,0.800000,0.986725,-0.010620,0.050000,AMBER,Watch,2,worse,●
2026-01-01,K15,Cost of funds,pct,lower,Treasurer,0.019323,0.019305,0.020000,0.966145,-0.000677,0.050000,GREEN,On plan,1,flat,▲
2026-01-01,K19,PAR30,pct,lower,Head of Credit Risk,0.031080,0.020627,0.030000,1.036013,0.001080,0.100000,AMBER,Watch,2,worse,●
2026-02-01,K02,New customers,count,higher,Head of Growth,1561.000000,1546.000000,1650.000000,0.946061,-89.000000,0.100000,AMBER,Watch,2,better,●
2026-02-01,K07,Monthly active customers,count,higher,Head of Product,12794.000000,12000.000000,12900.000000,0.991783,-106.000000,0.050000,AMBER,Watch,2,better,●
2026-02-01,K13,Total deposits,rm,higher,Treasurer,89736398.070000,82512299.600000,75000000.000000,1.196485,14736398.070000,0.050000,GREEN,On plan,1,better,▲
2026-02-01,K14,CASA ratio,pct,higher,Treasurer,0.788659,0.789380,0.800000,0.985824,-0.011341,0.050000,AMBER,Watch,2,flat,●
2026-02-01,K15,Cost of funds,pct,lower,Treasurer,0.019323,0.019323,0.020000,0.966169,-0.000677,0.050000,GREEN,On plan,1,flat,▲
2026-02-01,K19,PAR30,pct,lower,Head of Credit Risk,0.029772,0.031080,0.030000,0.992415,-0.000228,0.100000,GREEN,On plan,1,better,▲
2026-03-01,K02,New customers,count,higher,Head of Growth,1721.000000,1561.000000,1700.000000,1.012353,21.000000,0.100000,GREEN,On plan,1,better,▲
2026-03-01,K07,Monthly active customers,count,higher,Head of Product,13772.000000,12794.000000,13700.000000,1.005255,72.000000,0.050000,GREEN,On plan,1,better,▲
2026-03-01,K13,Total deposits,rm,higher,Treasurer,95421287.240000,89736398.070000,81000000.000000,1.178041,14421287.240000,0.050000,GREEN,On plan,1,better,▲
2026-03-01,K14,CASA ratio,pct,higher,Treasurer,0.788372,0.788659,0.800000,0.985465,-0.011628,0.050000,AMBER,Watch,2,flat,●
2026-03-01,K15,Cost of funds,pct,lower,Treasurer,0.019326,0.019323,0.020000,0.966284,-0.000674,0.050000,GREEN,On plan,1,flat,▲
2026-03-01,K19,PAR30,pct,lower,Head of Credit Risk,0.034770,0.029772,0.030000,1.158991,0.004770,0.100000,RED,Off plan,3,worse,▼
2026-04-01,K02,New customers,count,higher,Head of Growth,1616.000000,1721.000000,1750.000000,0.923429,-134.000000,0.100000,AMBER,Watch,2,worse,●
2026-04-01,K07,Monthly active customers,count,higher,Head of Product,14515.000000,13772.000000,14500.000000,1.001034,15.000000,0.050000,GREEN,On plan,1,better,▲
2026-04-01,K13,Total deposits,rm,higher,Treasurer,102411594.060000,95421287.240000,87500000.000000,1.170418,14911594.060000,0.050000,GREEN,On plan,1,better,▲
2026-04-01,K14,CASA ratio,pct,higher,Treasurer,0.790987,0.788372,0.800000,0.988734,-0.009013,0.050000,AMBER,Watch,2,better,●
2026-04-01,K15,Cost of funds,pct,lower,Treasurer,0.019329,0.019326,0.020000,0.966442,-0.000671,0.050000,GREEN,On plan,1,flat,▲
2026-04-01,K19,PAR30,pct,lower,Head of Credit Risk,0.034611,0.034770,0.030000,1.153710,0.004611,0.100000,RED,Off plan,3,better,▼
2026-05-01,K02,New customers,count,higher,Head of Growth,1906.000000,1616.000000,1800.000000,1.058889,106.000000,0.100000,GREEN,On plan,1,better,▲
2026-05-01,K07,Monthly active customers,count,higher,Head of Product,15643.000000,14515.000000,15300.000000,1.022418,343.000000,0.050000,GREEN,On plan,1,better,▲
2026-05-01,K13,Total deposits,rm,higher,Treasurer,109868998.540000,102411594.060000,94000000.000000,1.168819,15868998.540000,0.050000,GREEN,On plan,1,better,▲
2026-05-01,K14,CASA ratio,pct,higher,Treasurer,0.789027,0.790987,0.800000,0.986283,-0.010973,0.050000,AMBER,Watch,2,worse,●
2026-05-01,K15,Cost of funds,pct,lower,Treasurer,0.019335,0.019329,0.020000,0.966738,-0.000665,0.050000,GREEN,On plan,1,flat,▲
2026-05-01,K19,PAR30,pct,lower,Head of Credit Risk,0.034714,0.034611,0.030000,1.157120,0.004714,0.100000,RED,Off plan,3,worse,▼
2026-06-01,K02,New customers,count,higher,Head of Growth,1860.000000,1906.000000,1850.000000,1.005405,10.000000,0.100000,GREEN,On plan,1,worse,▲
2026-06-01,K07,Monthly active customers,count,higher,Head of Product,16516.000000,15643.000000,16200.000000,1.019506,316.000000,0.050000,GREEN,On plan,1,better,▲
2026-06-01,K13,Total deposits,rm,higher,Treasurer,116968593.900000,109868998.540000,101000000.000000,1.158105,15968593.900000,0.050000,GREEN,On plan,1,better,▲
2026-06-01,K14,CASA ratio,pct,higher,Treasurer,0.786050,0.789027,0.800000,0.982563,-0.013950,0.050000,AMBER,Watch,2,worse,●
2026-06-01,K15,Cost of funds,pct,lower,Treasurer,0.019341,0.019335,0.020000,0.967066,-0.000659,0.050000,GREEN,On plan,1,flat,▲
2026-06-01,K19,PAR30,pct,lower,Head of Credit Risk,0.036654,0.034714,0.030000,1.221799,0.006654,0.100000,RED,Off plan,3,worse,▼
2026-07-01,K02,New customers,count,higher,Head of Growth,1966.000000,1860.000000,1900.000000,1.034737,66.000000,0.100000,GREEN,On plan,1,better,▲
2026-07-01,K07,Monthly active customers,count,higher,Head of Product,17527.000000,16516.000000,17100.000000,1.024971,427.000000,0.050000,GREEN,On plan,1,better,▲
2026-07-01,K13,Total deposits,rm,higher,Treasurer,124912658.750000,116968593.900000,108000000.000000,1.156599,16912658.750000,0.050000,GREEN,On plan,1,better,▲
2026-07-01,K14,CASA ratio,pct,higher,Treasurer,0.781257,0.786050,0.800000,0.976571,-0.018743,0.050000,AMBER,Watch,2,worse,●
2026-07-01,K15,Cost of funds,pct,lower,Treasurer,0.019347,0.019341,0.020000,0.967358,-0.000653,0.050000,GREEN,On plan,1,flat,▲
2026-07-01,K19,PAR30,pct,lower,Head of Credit Risk,0.032956,0.036654,0.030000,1.098522,0.002956,0.100000,AMBER,Watch,2,better,●
2026-08-01,K02,New customers,count,higher,Head of Growth,1972.000000,1966.000000,1950.000000,1.011282,22.000000,0.100000,GREEN,On plan,1,better,▲
2026-08-01,K07,Monthly active customers,count,higher,Head of Product,18522.000000,17527.000000,18000.000000,1.029000,522.000000,0.050000,GREEN,On plan,1,better,▲
2026-08-01,K13,Total deposits,rm,higher,Treasurer,132182650.560000,124912658.750000,115000000.000000,1.149414,17182650.560000,0.050000,GREEN,On plan,1,better,▲
2026-08-01,K14,CASA ratio,pct,higher,Treasurer,0.781857,0.781257,0.800000,0.977321,-0.018143,0.050000,AMBER,Watch,2,flat,●
2026-08-01,K15,Cost of funds,pct,lower,Treasurer,0.019351,0.019347,0.020000,0.967564,-0.000649,0.050000,GREEN,On plan,1,flat,▲
2026-08-01,K19,PAR30,pct,lower,Head of Credit Risk,0.029851,0.032956,0.030000,0.995032,-0.000149,0.100000,GREEN,On plan,1,better,▲
